代码,名称,类型
sz.002845,同兴达,个股
sz.002846,英联股份,个股
sz.002847,盐津铺子,个股
sz.002848,高斯贝尔,个股
sz.002849,威星智能,个股
sz.002850,科达利,个股
sz.002851,麦格米特,个股
sz.002852,道道全,个股
sz.002853,皮阿诺,个股
sz.002855,捷荣技术,个股
sz.002856,*ST美芝,个股
sz.002857,三晖电气,个股
sz.002858,力盛体育,个股
sz.002859,洁美科技,个股
sz.002860,星帅尔,个股
sz.002861,瀛通通讯,个股
sz.002862,实丰文化,个股
sz.002863,今飞凯达,个股
sz.002864,盘龙药业,个股
sz.002865,钧达股份,个股
sz.002866,传艺科技,个股
sz.002867,周大生,个股
sz.002868,绿康生化,个股
sz.002869,金溢科技,个股
sz.002870,香山股份,个股
sz.002871,伟隆股份,个股
sz.002872,ST天圣,个股
sz.002873,新天药业,个股
sz.002875,安奈儿,个股
sz.002876,三利谱,个股
sz.002877,智能自控,个股
sz.002878,元隆雅图,个股
sz.002879,长缆科技,个股
sz.002880,卫光生物,个股
sz.002881,美格智能,个股
sz.002882,金龙羽,个股
sz.002883,*ST中设,个股
sz.002884,凌霄泵业,个股
sz.002885,京泉华,个股
sz.002886,沃特股份,个股
sz.002887,绿茵生态,个股
sz.002888,惠威科技,个股
sz.002889,东方嘉盛,个股
sz.002890,弘宇股份,个股
sz.002891,中宠股份,个股
sz.002892,科力尔,个股
sz.002893,京能热力,个股
sz.002895,川恒股份,个股
sz.002896,中大力德,个股
sz.002897,意华股份,个股
sz.002898,赛隆退,个股
sz.002899,英派斯,个股
sz.002900,哈三联,个股
sz.002901,大博医疗,个股
sz.002902,铭普光磁,个股
sz.002903,宇环数控,个股
sz.002905,金逸影视,个股
sz.002906,华阳集团,个股
sz.002907,华森制药,个股
sz.002908,德生科技,个股
sz.002909,集泰股份,个股
sz.002910,庄园牧场,个股
sz.002911,佛燃能源,个股
sz.002912,中新赛克,个股
sz.002913,奥士康,个股
sz.002915,中欣氟材,个股
sz.002916,深南电路,个股
sz.002917,金奥博,个股
sz.002918,蒙娜丽莎,个股
sz.002919,名臣健康,个股
sz.002920,德赛西威,个股
sz.002921,联诚精密,个股
sz.002922,伊戈尔,个股
sz.002923,润都股份,个股
sz.002925,盈趣科技,个股
sz.002926,华西证券,个股
sz.002927,泰永长征,个股
sz.002928,华夏航空,个股
sz.002929,润建股份,个股
sz.002930,宏川智慧,个股
sz.002931,锋龙股份,个股
sz.002932,*ST明德,个股
sz.002933,新兴装备,个股
sz.002935,天奥电子,个股
sz.002936,郑州银行,个股
sz.002937,兴瑞科技,个股
sz.002938,鹏鼎控股,个股
sz.002939,长城证券,个股
sz.002940,昂利康,个股
sz.002941,新疆交建,个股
sz.002942,新农股份,个股
sz.002943,宇晶股份,个股
sz.002945,华林证券,个股
sz.002946,新乳业,个股
sz.002947,恒铭达,个股
sz.002948,青岛银行,个股
sz.002949,华阳国际,个股
sz.002950,奥美医疗,个股
sz.002951,金时科技,个股
sz.002952,亚世光电,个股
sz.002953,日丰股份,个股
sz.002955,鸿合科技,个股
sz.002956,西麦食品,个股
sz.002957,科瑞技术,个股
sz.002958,青农商行,个股
sz.002959,小熊电器,个股
sz.002960,青鸟智控,个股
sz.002961,瑞达期货,个股
sz.002962,五方光电,个股
sz.002963,豪尔赛,个股
sz.002965,祥鑫科技,个股
sz.002966,苏州银行,个股
sz.002967,广电计量,个股
sz.002968,新大正,个股
sz.002969,嘉美包装,个股
sz.002970,锐明技术,个股
sz.002971,和远气体,个股
sz.002972,科安达,个股
sz.002973,侨银股份,个股
sz.002975,博杰股份,个股
sz.002976,瑞玛精密,个股
sz.002977,*ST天箭,个股
sz.002978,安宁股份,个股
sz.002979,雷赛智能,个股
sz.002980,华盛昌,个股
sz.002981,朝阳科技,个股
sz.002982,湘佳股份,个股
sz.002983,芯瑞达,个股
sz.002984,森麒麟,个股
sz.002985,北摩高科,个股
sz.002986,宇新股份,个股
sz.002987,京北方,个股
sz.002988,豪美新材,个股
sz.002989,中天精装,个股
sz.002990,盛视科技,个股
sz.002991,甘源食品,个股
sz.002992,宝明科技,个股
sz.002993,奥海科技,个股
sz.002995,天地在线,个股
sz.002996,顺博合金,个股
sz.002997,瑞鹄模具,个股
sz.002998,优彩资源,个股
sz.002999,天禾股份,个股
sz.003000,劲仔食品,个股
sz.003001,中岩大地,个股
sz.003002,壶化股份,个股
sz.003003,天元股份,个股
sz.003004,声迅股份,个股
sz.003005,竞业达,个股
sz.003006,百亚股份,个股
sz.003007,直真科技,个股
sz.003008,开普检测,个股
sz.003009,中天火箭,个股
sz.003010,若羽臣,个股
sz.003011,海象新材,个股
sz.003012,东鹏控股,个股
sz.003013,地铁设计,个股
sz.003015,日久光电,个股
sz.003016,欣贺股份,个股
sz.003017,大洋生物,个股
sz.003018,金富科技,个股
sz.003019,宸展光电,个股
sz.003020,立方制药,个股
sz.003021,兆威机电,个股
sz.003022,联泓新科,个股
sz.003023,彩虹集团,个股
sz.003025,思进智能,个股
sz.003026,中晶科技,个股
sz.003027,同兴科技,个股
sz.003028,振邦智能,个股
sz.003029,吉大正元,个股
sz.003030,祖名股份,个股
sz.003031,中瓷电子,个股
sz.003032,传智教育,个股
sz.003033,征和工业,个股
sz.003035,南网能源,个股
sz.003036,泰坦股份,个股
sz.003037,三和管桩,个股
sz.003038,鑫铂股份,个股
sz.003039,顺控发展,个股
sz.003040,楚天龙,个股
sz.003041,真爱美家,个股
sz.003042,中农联合,个股
sz.003043,华亚智能,个股
sz.003816,中国广核,个股
sz.159001,易方达保证金货币A,ETF
sz.159003,招商保证金快线A,ETF
sz.159005,汇添富收益快钱货币A,ETF
sz.159007,华泰柏瑞中证畜牧养殖产业ETF,ETF
sz.159008,景顺长城中证全指证券公司ETF,ETF
sz.159009,易方达创业板新能源ETF,ETF
sz.159010,博时恒生港股通科技主题ETF,ETF
sz.159011,华安中证畜牧养殖产业ETF,ETF
sz.159012,鹏华科创创业50ETF,ETF
sz.159013,大成中证工业互联网主题ETF,ETF
sz.159015,国联恒生港股通科技ETF,ETF
sz.159016,广发中证证券公司30ETF,ETF
sz.159017,工银瑞信国证石油天然气ETF,ETF
sz.159018,广发国证石油天然气ETF,ETF
sz.159019,华宝国证石油天然气ETF,ETF
sz.159020,易方达中证畜牧养殖产业ETF,ETF
sz.159021,华夏国证大盘价值ETF,ETF
sz.159022,富国中证科创创业人工智能ETF,ETF
sz.159023,万家中证畜牧养殖产业ETF,ETF
sz.159026,南方国证石油天然气ETF,ETF
sz.159027,大成中证畜牧养殖产业ETF,ETF
sz.159028,天弘恒生港股通汽车主题ETF,ETF
sz.159029,广发中证有色金属矿业主题ETF,ETF
sz.159030,华夏国证粮食产业ETF,ETF
sz.159031,博时国证粮食产业ETF,ETF
sz.159032,易方达中证工业有色金属主题ETF,ETF
sz.159033,国泰国证粮食产业ETF,ETF
sz.159035,天弘中证软件服务ETF,ETF
sz.159036,华宝中证全指软件开发ETF,ETF
sz.159037,鹏华国证价值100ETF,ETF
sz.159038,易方达国证粮食产业ETF,ETF
sz.159039,华安国证机器人产业ETF,ETF
sz.159040,鹏华中证港股通互联网ETF,ETF
sz.159041,鹏华中证农业主题ETF,ETF
sz.159042,汇添富国证价值100ETF,ETF
sz.159045,大成中证稀有金属主题ETF,ETF
sz.159046,天弘国证绿色电力ETF,ETF
sz.159048,大成国证机器人产业ETF,ETF
sz.159050,广发国证机器人产业ETF,ETF
sz.159051,易方达中证全指医疗器械ETF,ETF
sz.159052,嘉实国证新能源电池ETF,ETF
sz.159053,华夏中证稀有金属主题ETF,ETF
sz.159055,富国中证稀有金属主题ETF,ETF
sz.159056,富国中证全指医疗器械ETF,ETF
sz.159057,鹏华中证全指医疗器械ETF,ETF
sz.159060,浦银安盛国证粮食产业ETF,ETF
sz.159061,南方国证绿色电力ETF,ETF
sz.159062,南方中证稀有金属主题ETF,ETF
sz.159063,南方国证粮食产业ETF,ETF
sz.159065,景顺长城中证工程机械主题ETF,ETF
sz.159070,嘉实中证工程机械主题ETF,ETF
sz.159071,华宝国证新能源电池ETF,ETF
sz.159100,华夏布拉德斯科巴西伊博维斯帕ETF(QDII),ETF
sz.159101,华夏国证港股通科技ETF,ETF
sz.159102,华安恒生生物科技ETF,ETF
sz.159103,汇添富中证金融科技主题ETF,ETF
sz.159105,易方达恒生生物科技ETF,ETF
sz.159106,前海开源中证民企300ETF,ETF
sz.159107,富国创业板软件ETF,ETF
sz.159108,博时工业软件ETF,ETF
sz.159109,景顺长城恒生港股通50ETF,ETF
sz.159110,万家深证AAA科技创新公司债ETF,ETF
sz.159111,天弘中证AAA科技创新公司债ETF,ETF
sz.159112,银华中证AAA科技创新公司债ETF,ETF
sz.159113,大成中证AAA科技创新公司债ETF,ETF
sz.159115,华安中证AAA科技创新公司债ETF,ETF
sz.159116,工银瑞信中证AAA科技创新公司债ETF,ETF
sz.159117,鹏华港股通低波红利ETF,ETF
sz.159118,华夏标普港股通低波红利ETF,ETF
sz.159119,招商中证800自由现金流ETF,ETF
sz.159120,国联安港股通科技ETF,ETF
sz.159121,易方达恒生港股通汽车主题ETF,ETF
sz.159122,富国创业板新能源ETF,ETF
sz.159123,嘉实中证光伏产业ETF,ETF
sz.159125,招商国证港股通科技ETF,ETF
sz.159126,南方中证港股通50ETF,ETF
sz.159127,南方中证港股通高股息投资ETF,ETF
sz.159128,天弘国证港股通科技ETF,ETF
sz.159129,嘉实中证细分化工产业主题ETF,ETF
sz.159130,鹏华恒生生物科技ETF,ETF
sz.159131,华宝中证港股通信息技术综合ETF,ETF
sz.159132,富国恒生生物科技ETF,ETF
sz.159133,天弘中证细分化工产业主题ETF,ETF
sz.159135,前海开源恒生港股通科技主题ETF,ETF
sz.159136,广发中证A50ETF,ETF
sz.159137,华宝中证港股通医疗主题ETF,ETF
sz.159138,易方达中证工程机械主题ETF,ETF
sz.159139,华泰柏瑞中证科创创业人工智能ETF,ETF
sz.159140,易方达中证科创创业人工智能ETF,ETF
sz.159141,永赢中证科创创业人工智能ETF,ETF
sz.159142,景顺长城中证科创创业人工智能ETF,ETF
sz.159143,平安恒生中国央企红利ETF,ETF
sz.159145,广发国证工业软件主题ETF,ETF
sz.159146,华宝中证全指电力公用事业ETF,ETF
sz.159147,南方中证电池主题ETF,ETF
sz.159148,富国国证石油天然气ETF,ETF
sz.159149,工银瑞信创业板新能源ETF,ETF
sz.159150,易方达深证50ETF,ETF
sz.159151,华夏中证全指食品ETF,ETF
sz.159152,平安恒生港股通科技主题ETF,ETF
sz.159153,鹏华国证消费电子主题ETF,ETF
sz.159155,大成中证电池主题ETF,ETF
sz.159156,万家国证新能源车电池ETF,ETF
sz.159157,天弘中证工业有色金属主题ETF,ETF
sz.159158,景顺长城中证全指电力公用事业ETF,ETF
sz.159159,国投瑞银中证全指公用事业ETF,ETF
sz.159160,电池ETF东财,ETF
sz.159162,鹏华中证工业有色金属主题ETF,ETF
sz.159163,泰康中证有色金属矿业主题ETF,ETF
sz.159165,永赢中证畜牧养殖产业ETF,ETF
sz.159166,长城国证自由现金流ETF,ETF
sz.159167,工银瑞信中证港股通医疗主题ETF,ETF
sz.159168,富国中证工业有色金属主题ETF,ETF
sz.159169,广发恒生生物科技ETF,ETF
sz.159170,永赢国证港股通互联网ETF,ETF
sz.159171,博时中证工业有色金属主题ETF,ETF
sz.159172,汇添富中证畜牧养殖产业ETF,ETF
sz.159173,南方中证全指农牧渔ETF,ETF
sz.159175,易方达中证电池主题ETF,ETF
sz.159176,华宝中证全指家用电器ETF,ETF
sz.159177,鹏华中证工程机械主题ETF,ETF
sz.159178,汇添富国证消费电子主题ETF,ETF
sz.159179,工银瑞信中证港股通互联网ETF,ETF
sz.159180,银华国证工业软件主题ETF,ETF
sz.159181,易方达国证石油天然气ETF,ETF
sz.159182,南方中证全指家用电器ETF,ETF
sz.159183,招商中证新能源汽车ETF,ETF
sz.159185,鹏华中证港股通信息技术综合ETF,ETF
sz.159186,鹏华恒生港股通汽车主题ETF,ETF
sz.159187,景顺长城创业板新能源ETF,ETF
sz.159188,景顺长城标普中国A股红利100ETF,ETF
sz.159189,华夏国证石油天然气ETF,ETF
sz.159190,天弘创业板新能源ETF,ETF
sz.159191,易方达国证港股通科技ETF,ETF
sz.159192,汇添富中证家电龙头ETF,ETF
sz.159193,银华国证新能源电池ETF,ETF
sz.159195,华安国证石油天然气ETF,ETF
sz.159196,易方达中证港股通信息技术综合ETF,ETF
sz.159197,招商国证石油天然气ETF,ETF
sz.159198,富国中证港股通信息技术综合ETF,ETF
sz.159199,平安国证石油天然气ETF,ETF
sz.159200,富国中证AAA科技创新公司债ETF,ETF
sz.159201,华夏国证自由现金流ETF,ETF
sz.159202,万家恒生互联网科技业ETF(QDII),ETF
sz.159203,博时国证大盘成长ETF,ETF
sz.159205,创业板ETF东财,ETF
sz.159206,永赢国证商用卫星ETF,ETF
sz.159207,广发中证智选高股息策略ETF,ETF
sz.159208,万家国证航天航空行业ETF,ETF
sz.159209,招商中证全指红利质量ETF,ETF
sz.159210,汇添富中证港股通汽车产业主题ETF,ETF
sz.159211,富国深证100ETF,ETF
sz.159212,南方深证100ETF,ETF
sz.159213,汇添富中证机器人ETF,ETF
sz.159215,平安中证A500ETF,ETF
sz.159216,大成深证100ETF,ETF
sz.159217,工银国证港股通创新药ETF,ETF
sz.159218,招商中证卫星产业ETF,ETF
sz.159219,融通深证100ETF,ETF
sz.159220,华宝标普港股通低波红利ETF,ETF
sz.159221,嘉实国证自由现金流ETF,ETF
sz.159222,易方达国证自由现金流ETF,ETF
sz.159223,永赢国证自由现金流ETF,ETF
sz.159225,银华国证自由现金流ETF,ETF
sz.159226,国泰中证A500增强策略ETF,ETF
sz.159227,华夏国证航天航空行业ETF,ETF
sz.159228,长城中证红利低波100ETF,ETF
sz.159229,广发中证800自由现金流ETF,ETF
sz.159230,华夏国证通用航空产业ETF,ETF
sz.159231,华宝国证通用航空产业ETF,ETF
sz.159232,南方中证全指自由现金流ETF,ETF
sz.159233,平安中证全指自由现金流ETF,ETF
sz.159235,大成中证全指自由现金流ETF,ETF
sz.159236,工银瑞信中证全指自由现金流ETF,ETF
sz.159237,工银瑞信中证港股通汽车产业ETF,ETF
sz.159238,景顺长城沪深300增强策略ETF,ETF
sz.159239,富国恒生港股通汽车主题ETF,ETF
sz.159240,天弘中证A500增强策略ETF,ETF
sz.159241,天弘国证航天航空行业ETF,ETF
sz.159242,大成创业板人工智能ETF,ETF
sz.159243,招商创业板人工智能ETF,ETF
sz.159245,富国国证港股通消费主题ETF,ETF
sz.159246,富国创业板人工智能ETF,ETF
sz.159247,汇添富创业板ETF,ETF
sz.159248,万家中证人工智能主题ETF,ETF
sz.159249,工银瑞信中证A500增强策略ETF,ETF
sz.159251,万家国证港股通科技ETF,ETF
sz.159253,博时中证银行ETF,ETF
sz.159255,易方达国证通用航空产业ETF,ETF
sz.159256,华夏创业板软件ETF,ETF
sz.159257,汇添富国证通用航空产业ETF,ETF
sz.159258,南方中证机器人ETF,ETF
sz.159259,易方达国证成长100ETF,ETF
sz.159260,博时证券公司ETF,ETF
sz.159261,鹏华创业板新能源ETF,ETF
sz.159262,广发恒生港股通科技主题ETF,ETF
sz.159263,易方达国证价值100ETF,ETF
sz.159265,鹏华国证港股通消费主题ETF,ETF
sz.159266,永赢中证港股通央企红利ETF,ETF
sz.159267,华安国证航天航空行业ETF,ETF
sz.159268,汇添富国证港股通消费主题ETF,ETF
sz.159269,南方中证港股通科技ETF,ETF
sz.159270,南方创业板200ETF,ETF
sz.159271,鹏华恒生ETF,ETF
sz.159272,富国国证机器人产业ETF,ETF
sz.159273,汇添富中证沪港深云计算产业ETF,ETF
sz.159275,华宝中证全指农牧渔ETF,ETF
sz.159276,汇添富国证自由现金流ETF,ETF
sz.159277,富国中证港股通高股息投资ETF,ETF
sz.159278,鹏华国证机器人产业ETF,ETF
sz.159279,华安创业板人工智能ETF,ETF
sz.159280,汇添富国证港股通互联网ETF,ETF
sz.159281,天弘中证港股通央企红利ETF,ETF
sz.159283,南方中证通用航空主题ETF,ETF
sz.159285,华安国证港股通消费主题ETF,ETF
sz.159286,鹏华国证港股通创新药ETF,ETF
sz.159287,博时创业板综合ETF,ETF
sz.159288,银华创业板综ETF,ETF
sz.159289,鹏华创业板综合ETF,ETF
sz.159290,创业板综指增强ETF东财,ETF
sz.159291,招商创业板综合增强策略ETF,ETF
sz.159292,华宝创业板综合增强策略ETF,ETF
sz.159293,建信创业板综合增强策略ETF,ETF
sz.159295,西部利得创业板综合ETF,ETF
sz.159296,华宝中证A500红利低波动ETF,ETF
sz.159297,南方国证港股通创新药ETF,ETF
sz.159298,大成创业板50ETF,ETF
sz.159299,易方达中证金融科技主题ETF,ETF
sz.159300,富国沪深300ETF,ETF
sz.159301,华夏中证全指公用事业ETF,ETF
sz.159302,银华中证港股高股息ETF,ETF
sz.159303,大成恒生医疗保健ETF(QDII),ETF
sz.159305,广发国证新能源电池ETF,ETF
sz.159306,平安中证汽车零部件主题ETF,ETF
sz.159307,博时中证红利低波100ETF,ETF
sz.159309,汇添富中证油气资源ETF,ETF
sz.159310,天弘中证芯片产业ETF,ETF
sz.159311,易方达中证数字经济主题ETF,ETF
sz.159312,广发恒指港股通ETF,ETF
sz.159315,工银瑞信中证沪深港黄金产业股票ETF,ETF
sz.159316,易方达恒生港股通创新药ETF,ETF
sz.159318,银华恒指港股通ETF,ETF
sz.159320,广发恒生A股电网设备ETF,ETF
sz.159321,华安中证沪深港黄金产业股票ETF,ETF
sz.159322,平安中证沪深港黄金产业ETF,ETF
sz.159323,华夏中证港股通汽车产业主题ETF,ETF
sz.159325,南方中证半导体行业精选ETF,ETF
sz.159326,华夏中证电网设备主题ETF,ETF
sz.159327,万家中证半导体材料设备主题ETF,ETF
sz.159328,易方达中证家电龙头ETF,ETF
sz.159329,南方基金南方东英沙特阿拉伯ETF(QDII),ETF
sz.159330,沪深300ETF基金,ETF
